conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean,Token,Normalisasi,Stopwords,Stemmed
1871770107762135365,Wed Dec 25 15:39:58 +0000 2024,3,@AltercrossX @proletarsusah @koganenohikari true apalagi jakarta sudah mengalami penurunan signifikan di 30 tahun terakhir salah satu solusinya mungkin membuat sea barrier untuk memperlambat penurunan ketinggian tanah lebih lanjut. atau membuat flood canal yang tersentralisasi tidak di bawah tanah,1871943980382036302,,AltercrossX,in,,0,0,0,https://x.com/undefined/status/1871943980382036302,2998208358,,true apalagi jakarta sudah mengalami penurunan signifikan di tahun terakhir salah satu solusinya mungkin membuat sea barrier untuk memperlambat penurunan ketinggian tanah lebih lanjut atau membuat flood canal yang tersentralisasi tidak di bawah tanah,"['true', 'apalagi', 'jakarta', 'sudah', 'mengalami', 'penurunan', 'signifikan', 'di', 'tahun', 'terakhir', 'salah', 'satu', 'solusinya', 'mungkin', 'membuat', 'sea', 'barrier', 'untuk', 'memperlambat', 'penurunan', 'ketinggian', 'tanah', 'lebih', 'lanjut', 'atau', 'membuat', 'flood', 'canal', 'yang', 'tersentralisasi', 'tidak', 'di', 'bawah', 'tanah']","['true', 'apalagi', 'jakarta', 'sudah', 'mengalami', 'penurunan', 'signifikan', 'di', 'tahun', 'terakhir', 'salah', 'satu', 'solusinya', 'mungkin', 'membuat', 'sea', 'barrier', 'untuk', 'memperlambat', 'penurunan', 'ketinggian', 'tanah', 'lebih', 'lanjut', 'atau', 'membuat', 'flood', 'canal', 'yang', 'tersentralisasi', 'tidak', 'di', 'bawah', 'tanah']","['true', 'jakarta', 'mengalami', 'penurunan', 'signifikan', 'salah', 'solusinya', 'sea', 'barrier', 'memperlambat', 'penurunan', 'ketinggian', 'tanah', 'flood', 'canal', 'tersentralisasi', 'tanah']","['true', 'jakarta', 'alami', 'turun', 'signifikan', 'salah', 'solusi', 'sea', 'barrier', 'lambat', 'turun', 'tinggi', 'tanah', 'flood', 'canal', 'sentralisasi', 'tanah']"
1871086655106679042,Mon Dec 23 06:53:16 +0000 2024,1,Dalam memastikan aksi konvergensi stunting berjalan dengan baik Pemerintah Kota Adm. Jakarta Pusat melakukan reviu kinerja pelaksanaan aksi 8 penurunan stunting Tahun 2024 di Ruang Pola Kantor Wali Kota Jakarta Pusat Jalan Tanah Abang I Kecamatan Gambir. Senin (23/12). https://t.co/QYXhWEEWiC,1871086655106679042,https://pbs.twimg.com/media/GfdvYALbMAAPQgB.jpg,,in,,0,1,0,https://x.com/undefined/status/1871086655106679042,3079723462,,dalam memastikan aksi konvergensi stunting berjalan dengan baik pemerintah kota adm jakarta pusat melakukan reviu kinerja pelaksanaan aksi penurunan stunting tahun di ruang pola kantor wali kota jakarta pusat jalan tanah abang kecamatan gambir senin,"['dalam', 'memastikan', 'aksi', 'konvergensi', 'stunting', 'berjalan', 'dengan', 'baik', 'pemerintah', 'kota', 'adm', 'jakarta', 'pusat', 'melakukan', 'reviu', 'kinerja', 'pelaksanaan', 'aksi', 'penurunan', 'stunting', 'tahun', 'di', 'ruang', 'pola', 'kantor', 'wali', 'kota', 'jakarta', 'pusat', 'jalan', 'tanah', 'abang', 'kecamatan', 'gambir', 'senin']","['dalam', 'memastikan', 'aksi', 'konvergensi', 'stunting', 'berjalan', 'dengan', 'baik', 'pemerintah', 'kota', 'adm', 'jakarta', 'pusat', 'melakukan', 'reviu', 'kinerja', 'pelaksanaan', 'aksi', 'penurunan', 'stunting', 'tahun', 'di', 'ruang', 'pola', 'kantor', 'wali', 'kota', 'jakarta', 'pusat', 'jalan', 'tanah', 'kakak', 'kecamatan', 'gambir', 'senin']","['aksi', 'konvergensi', 'stunting', 'berjalan', 'pemerintah', 'kota', 'adm', 'jakarta', 'pusat', 'reviu', 'kinerja', 'pelaksanaan', 'aksi', 'penurunan', 'stunting', 'ruang', 'pola', 'kantor', 'wali', 'kota', 'jakarta', 'pusat', 'jalan', 'tanah', 'kakak', 'kecamatan', 'gambir', 'senin']","['aksi', 'konvergensi', 'stunting', 'jalan', 'perintah', 'kota', 'adm', 'jakarta', 'pusat', 'reviu', 'kerja', 'laksana', 'aksi', 'turun', 'stunting', 'ruang', 'pola', 'kantor', 'wali', 'kota', 'jakarta', 'pusat', 'jalan', 'tanah', 'kakak', 'camat', 'gambir', 'senin']"
1870992579627794440,Mon Dec 23 00:39:31 +0000 2024,1,4/8 ️ Penurunan Tanah Kegiatan pengambilan air tanah secara berlebihan menyebabkan penurunan tanah di Jakarta. Ini menjadikan kawasan tertentu lebih rendah daripada paras laut meningkatkan risiko banjir.,1870992596610462102,,FakrulR38994657,in,,0,1,0,https://x.com/undefined/status/1870992596610462102,1232818004208934912,,penurunan tanah kegiatan pengambilan air tanah secara berlebihan menyebabkan penurunan tanah di jakarta ini menjadikan kawasan tertentu lebih rendah daripada paras laut meningkatkan risiko banjir,"['penurunan', 'tanah', 'kegiatan', 'pengambilan', 'air', 'tanah', 'secara', 'berlebihan', 'menyebabkan', 'penurunan', 'tanah', 'di', 'jakarta', 'ini', 'menjadikan', 'kawasan', 'tertentu', 'lebih', 'rendah', 'daripada', 'paras', 'laut', 'meningkatkan', 'risiko', 'banjir']","['penurunan', 'tanah', 'kegiatan', 'pengambilan', 'air', 'tanah', 'secara', 'berlebihan', 'menyebabkan', 'penurunan', 'tanah', 'di', 'jakarta', 'ini', 'menjadikan', 'kawasan', 'tertentu', 'lebih', 'rendah', 'daripada', 'paras', 'laut', 'meningkatkan', 'risiko', 'banjir']","['penurunan', 'tanah', 'kegiatan', 'pengambilan', 'air', 'tanah', 'menyebabkan', 'penurunan', 'tanah', 'jakarta', 'menjadikan', 'kawasan', 'rendah', 'paras', 'laut', 'meningkatkan', 'risiko', 'banjir']","['turun', 'tanah', 'giat', 'ambil', 'air', 'tanah', 'sebab', 'turun', 'tanah', 'jakarta', 'jadi', 'kawasan', 'rendah', 'paras', 'laut', 'tingkat', 'risiko', 'banjir']"
1870668640640700568,Sun Dec 22 03:12:13 +0000 2024,2,Permukaan tanah di Jakarta terus turun sejak 1975. Dalam 10 tahun angka penurunan berkisar 70-100 sentimeter. Wilayah yang berada di bawah permukaan laut bakal lebih terancam banjir rob saat air laut pasang. Bagaimana kondisi saat ini - DATATEMPO https://t.co/MuJSzaqAeg,1870668640640700568,,,in,,0,1,0,https://x.com/undefined/status/1870668640640700568,1126684769536733184,,permukaan tanah di jakarta terus turun sejak dalam tahun angka penurunan berkisar sentimeter wilayah yang berada di bawah permukaan laut bakal lebih terancam banjir rob saat air laut pasang bagaimana kondisi saat ini datatempo,"['permukaan', 'tanah', 'di', 'jakarta', 'terus', 'turun', 'sejak', 'dalam', 'tahun', 'angka', 'penurunan', 'berkisar', 'sentimeter', 'wilayah', 'yang', 'berada', 'di', 'bawah', 'permukaan', 'laut', 'bakal', 'lebih', 'terancam', 'banjir', 'rob', 'saat', 'air', 'laut', 'pasang', 'bagaimana', 'kondisi', 'saat', 'ini', 'datatempo']","['permukaan', 'tanah', 'di', 'jakarta', 'terus', 'turun', 'sejak', 'dalam', 'tahun', 'angka', 'penurunan', 'berkisar', 'sentimeter', 'wilayah', 'yang', 'berada', 'di', 'bawah', 'permukaan', 'laut', 'akan', 'lebih', 'terancam', 'banjir', 'rob', 'saat', 'air', 'laut', 'pasang', 'bagaimana', 'kondisi', 'saat', 'ini', 'datatempo']","['permukaan', 'tanah', 'jakarta', 'turun', 'angka', 'penurunan', 'berkisar', 'sentimeter', 'wilayah', 'permukaan', 'laut', 'terancam', 'banjir', 'rob', 'air', 'laut', 'pasang', 'kondisi', 'datatempo']","['muka', 'tanah', 'jakarta', 'turun', 'angka', 'turun', 'kisar', 'sentimeter', 'wilayah', 'muka', 'laut', 'ancam', 'banjir', 'rob', 'air', 'laut', 'pasang', 'kondisi', 'datatempo']"
1869707588985864222,Sat Dec 21 23:44:02 +0000 2024,1,@proletarsusah @UseKidd @RomeoWalker19 Infiltrasi kurang ditambah penggunaan air tanah berlebih makanya intrusi air laut itu sudah sampai pusat Jakarta loh mknya kenapa pak anies itu pake konsep sumur resapan dan lubang2 biopori salah satunya ya mencegah penurunan tanah.,1870616247865651436,,proletarsusah,in,,0,0,0,https://x.com/undefined/status/1870616247865651436,1500448874175295494,,infiltrasi kurang ditambah penggunaan air tanah berlebih makanya intrusi air laut itu sudah sampai pusat jakarta loh mknya kenapa pak anies itu pake konsep sumur resapan dan lubang biopori salah satunya ya mencegah penurunan tanah,"['infiltrasi', 'kurang', 'ditambah', 'penggunaan', 'air', 'tanah', 'berlebih', 'makanya', 'intrusi', 'air', 'laut', 'itu', 'sudah', 'sampai', 'pusat', 'jakarta', 'loh', 'mknya', 'kenapa', 'pak', 'anies', 'itu', 'pake', 'konsep', 'sumur', 'resapan', 'dan', 'lubang', 'biopori', 'salah', 'satunya', 'ya', 'mencegah', 'penurunan', 'tanah']","['infiltrasi', 'kurang', 'ditambah', 'penggunaan', 'air', 'tanah', 'berlebih', 'makanya', 'intrusi', 'air', 'laut', 'itu', 'sudah', 'sampai', 'pusat', 'jakarta', 'loh', 'mknya', 'kenapa', 'bapak', 'anies', 'itu', 'pakai', 'konsep', 'sumur', 'resapan', 'dan', 'lubang', 'biopori', 'salah', 'satunya', 'ya', 'mencegah', 'penurunan', 'tanah']","['infiltrasi', 'ditambah', 'penggunaan', 'air', 'tanah', 'berlebih', 'intrusi', 'air', 'laut', 'pusat', 'jakarta', 'mknya', 'anies', 'pakai', 'konsep', 'sumur', 'resapan', 'lubang', 'biopori', 'salah', 'satunya', 'mencegah', 'penurunan', 'tanah']","['infiltrasi', 'tambah', 'guna', 'air', 'tanah', 'lebih', 'intrusi', 'air', 'laut', 'pusat', 'jakarta', 'mknya', 'anies', 'pakai', 'konsep', 'sumur', 'resap', 'lubang', 'biopori', 'salah', 'satu', 'cegah', 'turun', 'tanah']"
1870537852653916414,Sat Dec 21 18:32:31 +0000 2024,2,sekolah gak sih nying? hufht tahan... jadi gini secara teknis bisa! karena jkt udah ngalamin penurunan tanah yang cukup signifikan. salah satu solusi kecil yang bisa dilakuin adlh recharge akuifer. nah itu tuh salah satu cara buat bantu ngurangin penurunan tanah di jakarta.,1870537852653916414,,,in,,0,1,0,https://x.com/undefined/status/1870537852653916414,1266921255761965060,,sekolah gak sih nying hufht tahan jadi gini secara teknis bisa karena jkt udah ngalamin penurunan tanah yang cukup signifikan salah satu solusi kecil yang bisa dilakuin adlh recharge akuifer nah itu tuh salah satu cara buat bantu ngurangin penurunan tanah di jakarta,"['sekolah', 'gak', 'sih', 'nying', 'hufht', 'tahan', 'jadi', 'gini', 'secara', 'teknis', 'bisa', 'karena', 'jkt', 'udah', 'ngalamin', 'penurunan', 'tanah', 'yang', 'cukup', 'signifikan', 'salah', 'satu', 'solusi', 'kecil', 'yang', 'bisa', 'dilakuin', 'adlh', 'recharge', 'akuifer', 'nah', 'itu', 'tuh', 'salah', 'satu', 'cara', 'buat', 'bantu', 'ngurangin', 'penurunan', 'tanah', 'di', 'jakarta']","['sekolah', 'tidak', 'sih', 'nying', 'hufht', 'tahan', 'jadi', 'gini', 'secara', 'teknis', 'bisa', 'karena', 'jkt', 'sudah', 'ngalamin', 'penurunan', 'tanah', 'yang', 'cukup', 'signifikan', 'salah', 'satu', 'solusi', 'kecil', 'yang', 'bisa', 'dilakuin', 'adalah', 'recharge', 'akuifer', 'nah', 'itu', 'itu', 'salah', 'satu', 'cara', 'buat', 'bantu', 'ngurangin', 'penurunan', 'tanah', 'di', 'jakarta']","['sekolah', 'nying', 'hufht', 'tahan', 'gini', 'teknis', 'jkt', 'ngalamin', 'penurunan', 'tanah', 'signifikan', 'salah', 'solusi', 'dilakuin', 'recharge', 'akuifer', 'salah', 'bantu', 'ngurangin', 'penurunan', 'tanah', 'jakarta']","['sekolah', 'nying', 'hufht', 'tahan', 'gin', 'teknis', 'jkt', 'ngalamin', 'turun', 'tanah', 'signifikan', 'salah', 'solusi', 'dilakuin', 'recharge', 'akuifer', 'salah', 'bantu', 'ngurangin', 'turun', 'tanah', 'jakarta']"
1870025289667096682,Sat Dec 21 08:07:05 +0000 2024,0,@musuhphp Minim resapan Air Buang sampah sembarangan ditambah penurunan tanah di Jakarta paket lengkap sih buat tenggelem,1870380456488890494,,musuhphp,in,,0,0,0,https://x.com/undefined/status/1870380456488890494,1335903268841484288,,minim resapan air buang sampah sembarangan ditambah penurunan tanah di jakarta paket lengkap sih buat tenggelem,"['minim', 'resapan', 'air', 'buang', 'sampah', 'sembarangan', 'ditambah', 'penurunan', 'tanah', 'di', 'jakarta', 'paket', 'lengkap', 'sih', 'buat', 'tenggelem']","['minim', 'resapan', 'air', 'buang', 'sampah', 'sembarangan', 'ditambah', 'penurunan', 'tanah', 'di', 'jakarta', 'paket', 'lengkap', 'sih', 'buat', 'tenggelem']","['minim', 'resapan', 'air', 'buang', 'sampah', 'sembarangan', 'ditambah', 'penurunan', 'tanah', 'jakarta', 'paket', 'lengkap', 'tenggelem']","['minim', 'resap', 'air', 'buang', 'sampah', 'sembarang', 'tambah', 'turun', 'tanah', 'jakarta', 'paket', 'lengkap', 'tenggelem']"
1870373055782170829,Sat Dec 21 07:37:41 +0000 2024,0,padahal bener. bahkan di jakarta udah dimulai program gaboleh sama sekali make air tanah jadi harus beralih ke air permukaan karena penurunan air tanah di jkt terlalu signifikan tiap tahunnya &lt; ini pengakuan dinas lingkungan hidup. sometimes you get too comfortable being stupid,1870373055782170829,,,in,,0,0,0,https://x.com/undefined/status/1870373055782170829,1432322808718102530,,padahal bener bahkan di jakarta udah dimulai program gaboleh sama sekali make air tanah jadi harus beralih ke air permukaan karena penurunan air tanah di jkt terlalu signifikan tiap tahunnya lt ini pengakuan dinas lingkungan hidup sometimes you get too comfortable being stupid,"['padahal', 'bener', 'bahkan', 'di', 'jakarta', 'udah', 'dimulai', 'program', 'gaboleh', 'sama', 'sekali', 'make', 'air', 'tanah', 'jadi', 'harus', 'beralih', 'ke', 'air', 'permukaan', 'karena', 'penurunan', 'air', 'tanah', 'di', 'jkt', 'terlalu', 'signifikan', 'tiap', 'tahunnya', 'lt', 'ini', 'pengakuan', 'dinas', 'lingkungan', 'hidup', 'sometimes', 'you', 'get', 'too', 'comfortable', 'being', 'stupid']","['padahal', 'benar', 'bahkan', 'di', 'jakarta', 'sudah', 'dimulai', 'program', 'gaboleh', 'sama', 'sekali', 'buat', 'air', 'tanah', 'jadi', 'harus', 'beralih', 'ke', 'air', 'permukaan', 'karena', 'penurunan', 'air', 'tanah', 'di', 'jkt', 'terlalu', 'signifikan', 'tiap', 'tahunnya', 'lt', 'ini', 'pengakuan', 'dinas', 'lingkungan', 'hidup', 'kadang', 'kamu', 'get', 'juga', 'comfortable', 'being', 'bodoh']","['jakarta', 'program', 'gaboleh', 'air', 'tanah', 'beralih', 'air', 'permukaan', 'penurunan', 'air', 'tanah', 'jkt', 'signifikan', 'tahunnya', 'lt', 'pengakuan', 'dinas', 'lingkungan', 'hidup', 'kadang', 'get', 'comfortable', 'being', 'bodoh']","['jakarta', 'program', 'gaboleh', 'air', 'tanah', 'alih', 'air', 'muka', 'turun', 'air', 'tanah', 'jkt', 'signifikan', 'tahun', 'lt', 'aku', 'dinas', 'lingkung', 'hidup', 'kadang', 'get', 'comfortable', 'being', 'bodoh']"
1870364028553371904,Sat Dec 21 07:01:48 +0000 2024,6,#Foto Sepekan terakhir banjir rob terendam Jakarta Utara! Ini jadi bukti nyata penurunan tanah &amp; dampak perubahan iklim. &gt;&gt; https://t.co/ngeyD71sjn Foto: Ari Saputra/detikcom #detikcom https://t.co/7iFI3jVNYC,1870364028553371904,https://pbs.twimg.com/media/GfTeKq-WsAAghAN.jpg,,in,,0,1,1,https://x.com/undefined/status/1870364028553371904,69183155,,foto sepekan terakhir banjir rob terendam jakarta utara ini jadi bukti nyata penurunan tanah amp dampak perubahan iklim gtgt foto ari saputradetikcom detikcom,"['foto', 'sepekan', 'terakhir', 'banjir', 'rob', 'terendam', 'jakarta', 'utara', 'ini', 'jadi', 'bukti', 'nyata', 'penurunan', 'tanah', 'amp', 'dampak', 'perubahan', 'iklim', 'gtgt', 'foto', 'ari', 'saputradetikcom', 'detikcom']","['foto', 'sepekan', 'terakhir', 'banjir', 'rob', 'terendam', 'jakarta', 'utara', 'ini', 'jadi', 'bukti', 'nyata', 'penurunan', 'tanah', 'amp', 'dampak', 'perubahan', 'iklim', 'gitu', 'foto', 'ari', 'saputradetikcom', 'detikcom']","['foto', 'sepekan', 'banjir', 'rob', 'terendam', 'jakarta', 'utara', 'bukti', 'nyata', 'penurunan', 'tanah', 'amp', 'dampak', 'perubahan', 'iklim', 'gitu', 'foto', 'ari', 'saputradetikcom', 'detikcom']","['foto', 'pek', 'banjir', 'rob', 'rendam', 'jakarta', 'utara', 'bukti', 'nyata', 'turun', 'tanah', 'amp', 'dampak', 'ubah', 'iklim', 'gitu', 'foto', 'ari', 'saputradetikcom', 'detikcom']"
1870285486398603300,Sat Dec 21 01:49:42 +0000 2024,42,Ya emang penurunan tanah di jakarta kan gara-gara penggunaan air tanah. Harusnya solusi buat itu ya cari sumber air alternatif buat warga atau bikin sistem penyimpanan air yang bagus bukan bangun ikn,1870285486398603300,,,in,,0,0,4,https://x.com/undefined/status/1870285486398603300,1140233707409698818,,ya emang penurunan tanah di jakarta kan garagara penggunaan air tanah harusnya solusi buat itu ya cari sumber air alternatif buat warga atau bikin sistem penyimpanan air yang bagus bukan bangun ikn,"['ya', 'emang', 'penurunan', 'tanah', 'di', 'jakarta', 'kan', 'garagara', 'penggunaan', 'air', 'tanah', 'harusnya', 'solusi', 'buat', 'itu', 'ya', 'cari', 'sumber', 'air', 'alternatif', 'buat', 'warga', 'atau', 'bikin', 'sistem', 'penyimpanan', 'air', 'yang', 'bagus', 'bukan', 'bangun', 'ikn']","['ya', 'memang', 'penurunan', 'tanah', 'di', 'jakarta', 'kan', 'garagara', 'penggunaan', 'air', 'tanah', 'harusnya', 'solusi', 'buat', 'itu', 'ya', 'cari', 'sumber', 'air', 'alternatif', 'buat', 'warga', 'atau', 'bikin', 'sistem', 'penyimpanan', 'air', 'yang', 'bagus', 'bukan', 'bangun', 'ikn']","['penurunan', 'tanah', 'jakarta', 'garagara', 'penggunaan', 'air', 'tanah', 'solusi', 'cari', 'sumber', 'air', 'alternatif', 'warga', 'bikin', 'sistem', 'penyimpanan', 'air', 'bagus', 'bangun', 'ikn']","['turun', 'tanah', 'jakarta', 'garagara', 'guna', 'air', 'tanah', 'solusi', 'cari', 'sumber', 'air', 'alternatif', 'warga', 'bikin', 'sistem', 'simpan', 'air', 'bagus', 'bangun', 'ikn']"
